DocNumber,Items
SSINV-001-0069827,"2-1206138-4,2105030-2,AT-FS980M/52PS,AT-FS980M/28,AT-FS980M/28PS,AT-SPSX"
SSINV-001-0069828,"F9DSTLC5A,F9DSTLC1"
SSINV-001-0069829,4-1427435-4
SSINV-001-0069830,1427071-6
SSINV-001-0069831,AT-GS950/16
SSINV-001-0069832,"1479154-2,1427632-2,1859239-7"
SSINV-001-0069833,1859008-7
SSINV-001-0069834,1859010-7
SSINV-001-0069835,"1859010-7,1859012-7"
SSINV-001-0069836,"AT-MC101XL,AT-MC102XL,AT-MC103XL,AT-FSW708,AT-FS716L,AT-FS724L,AT-GS950/24"
SSINV-001-0069837,"1427070-6,6-219590-2"
SSINV-001-0069838,1859218-2
SSINV-001-0069839,BPL-710
SSINV-001-0069840,SVL-610
SSINV-001-0069841,"AT-MMC2000/SP,AT-SPSX"
SSINV-001-0069842,1859008-7
SSINV-001-0069843,AT-GS948MPX
SSINV-001-0069844,"AT-GS910/16,AT-MC102XL"
SSINV-001-0069845,6-2111979-3-PACK
SSINV-001-0069846,AT-FSW708
SSINV-001-0069847,AT-FSW708
SSINV-001-0069849,AT-MMCR18-60
SSINV-001-0069850,"1859049-1,1375191-2"
SSINV-001-0069851,1427070-6
SSINV-001-0069852,1427070-6
SSINV-001-0069853,3-1859417-4
SSINV-001-0069854,1427070-6
SSINV-001-0069855,1859050-1
SSINV-001-0069856,1859008-4
SSINV-001-0069857,DGK-OTH-UTP6305PVC/GY
SSINV-001-0069858,1859218-2
SSINV-001-0069859,1427071-6
SSINV-001-0069860,"1859050-1,1933748-6,1859008-7"
SSINV-001-0069861,AT-X310-26FT-N1
SSINV-001-0069862,DGK-PKT-AMP-CAT6-PP24-02
SSINV-001-0069863,1859008-7
SSINV-001-0069864,"1933307-1,1933748-6,1711716-1,1859008-4,2105027-1,1711816-1,1725150-1"
SSINV-001-0069865,"2-1859420-3,1206138-8,2-5502776-6,1671281-1,657054-000-PACK,2105007-2,2105031-3,1933796-2,1859008-4,1859010-4,6-2111979-3-PACK,1859008-7,2105027-2,2105028-3"
SSINV-001-0069866,1427071-6
SSINV-001-0069867,AT-FS724L
SSINV-001-0069868,1427070-6
SSINV-001-0069869,6-554720-5-PACK
SSINV-001-0069870,"AT-MMC2000/SP,AT-MC101XL,AT-MC102XL"
SSINV-001-0069871,1427070-6
SSINV-001-0069872,1427070-6
SSINV-001-0069873,AT-GS910/8
SSINV-001-0069874,6-554720-5-PACK
SSINV-001-0069875,6-554720-5-PACK
SSINV-001-0069876,3-1427434-2
SSINV-001-0069877,1427070-6
SSINV-001-0069878,"6-2111979-3-PACK,1-1859010-0,1859049-1,1933748-7,1427632-2"
SSINV-001-0069879,AT-GS950/48
SSINV-001-0069880,1427070-6
SSINV-001-0069881,1427070-6
SSINV-001-0069882,1427070-6
SSINV-001-0069883,1-1859008-0
SSINV-001-0069884,6-219590-2
SSINV-001-0069885,"1375191-6,1859239-4,1-1859239-0,1859050-1"
SSINV-001-0069886,6-554720-5-PACK
SSINV-001-0069887,"AT-GS950/16,AT-SPSX,AT-FS724L"
SSINV-001-0069888,1427070-6
SSINV-001-0069889,"1479154-2,1427632-2"
SSINV-001-0069890,"AT-MMC2000/SP,AT-SPSX,AT-GS950/16"
SSINV-001-0069891,6-219590-2
SSINV-001-0069892,AT-GS950/24
SSINV-001-0069893,AT-GS910/24
SSINV-001-0069894,"1-1859008-0,6-2111979-3-PACK,2-336513-4"
SSINV-001-0069895,"AT-GS950/24,AT-SPSX"
SSINV-001-0069896,"1-1859008-0,1933748-6,1859050-1,1933796-2,1859008-7"
SSINV-001-0069897,AT-MC102XL
SSINV-001-0069900,AT-SPSX
SSINV-001-0069901,1859049-1
SSINV-001-0069902,"1427070-6,1427071-6"
SSINV-001-0069903,3-1859419-2
SSINV-001-0069904,1427070-6
SSINV-001-0069905,"1711816-2,1-1859008-0,DGK-PKT-AMP-CAT6-PP24-04"
SSINV-001-0069906,1427070-6
SSINV-001-0069907,"1933796-2,1859008-7,1427632-2,6-2111979-3-PACK"
SSINV-001-0069909,GIFTATI-ATI CATALOGUE
SSINV-001-0069910,1427070-6
SSINV-001-0069913,"1479155-2,1859239-4"
SSINV-001-0069914,WG033031
SSINV-001-0069915,"1859241-4,1859241-7"
SSINV-001-0069916,"AT-X510-28GTX-N1,AT-X230-28GT-N1"
SSINV-001-0069917,1427632-2
SSINV-001-0069918,1725150-1
SSINV-001-0069919,DGK-OTH-UTP6305PVC/GY
SSINV-001-0069920,AT-MMCR18-60
SSINV-001-0069921,1427070-6
SSINV-001-0069922,"1-1859008-0,1859008-7,1933748-2,1933748-6,6-2111979-3-PACK,1859050-1,1859049-1"
SSINV-001-0069923,1427071-6
SSINV-001-0069924,1859008-4
SSINV-001-0069925,6-219590-2
SSINV-001-0069926,AT-6101GP
SSINV-001-0069927,AT-X510-28GPX-N1
SSINV-001-0069928,AT-GS910/24
SSINV-001-0069929,1375190-7
SSINV-001-0069930,6-554720-5-PACK
SSINV-001-0069931,"1479738-1,1427632-2,1933748-6,1859008-4,1859008-7,6-2111979-3-PACK"
SSINV-001-0069932,1427070-6
SSINV-001-0069933,1933748-2
SSINV-001-0069934,1859218-2
SSINV-001-0069935,AT-GS910/8
SSINV-001-0069936,1427070-6
SSINV-001-0069937,1859010-4
SSINV-001-0069938,"1206138-8,1-5502776-1,2105008-2,1671281-1,657054-000-PACK"
SSINV-001-0069939,1427070-6
SSINV-001-0069940,1427070-6
SSINV-001-0069941,6-219590-2
SSINV-001-0069942,AT-SPSX
SSINV-001-0069943,1859010-4
SSINV-001-0069944,"1427632-2,1933796-2,1859008-4,1859008-7"
SSINV-001-0069945,219413-2
SSINV-001-0069946,"1859008-4,1859049-1"
SSINV-001-0069947,6-219590-2
SSINV-001-0069948,AT-GS910/24
SSINV-001-0069949,"AT-GS950/24,AT-SPSX,AT-SPLX10"
SSINV-001-0069950,AT-GS970M/28
SSINV-001-0069951,1859049-1
SSINV-001-0069952,219413-2
SSINV-001-0069953,F9DSCSC1-SL
SSINV-001-0069954,OTHPCPLAST-S 
SSINV-001-0069955,4-1427432-2
SSINV-001-0069956,1427070-6
SSINV-001-0069957,"1933796-2,1933748-6,1427632-2,6-2111979-3-PACK"
SSINV-001-0069958,1427070-6
SSINV-001-0069959,"6-2111979-3-PACK,9-737893-3-PACK,1427632-2,1859050-1,1933748-6,1933796-2"
SSINV-001-0069960,219413-2
SSINV-001-0069961,"1859241-4,1859241-7"
SSINV-001-0069962,"1375191-7,1375191-6"
SSINV-001-0069963,"1859239-7,1859241-7"
SSINV-001-0069964,219413-2
SSINV-001-0069965,1933796-2
SSINV-001-0069966,1427319-1
SSINV-001-0069967,1427070-6
SSINV-001-0069968,6-2111979-3-PACK
SSINV-001-0069969,"1933748-6,1859050-1,1859049-1,1933796-2,1859008-7,6-2111979-3-PACK"
SSINV-001-0069970,AT-MC103XL
SSINV-001-0069971,AT-GS950/16
SSINV-001-0069972,"1933307-1,1711716-1,1859049-1,1711716-1"
SSINV-001-0069973,790163-1
SSINV-001-0069974,"1933748-1,6-2111979-3-PACK,2-336513-4"
SSINV-001-0069975,1427071-6
SSINV-001-0069976,1427071-6
SSINV-001-0069977,219413-2
SSINV-001-0069978,AT-MC103XL
SSINV-001-0069979,"1859008-4,1479155-2"
SSINV-001-0069980,1427070-6
SSINV-001-0069981,6-2111979-3-PACK
SSINV-001-0069982,AT-MC102XL
SSINV-001-0069983,"1933748-6,1859008-7,9-737893-3-PACK,6-2111979-3-PACK"
SSINV-001-0069984,1427071-6
SSINV-001-0069985,F9DSCSC1-SL
SSINV-001-0069986,"F9DSCLC1-SL,F9DSCSC1-SL"
SSINV-001-0069987,OTHPCPLAST-S 
SSINV-001-0069988,6-219590-2
SSINV-001-0069989,6-554720-5-PACK
SSINV-001-0069990,AT-SPSX
SSINV-001-0069991,R35057
SSINV-001-0069992,6-554720-5-PACK
SSINV-001-0069993,219413-2
SSINV-001-0069994,1859218-2
SSINV-001-0069995,1427070-6
SSINV-001-0069996,"1933796-2,1859008-4,1859010-7,2105002-2,2105032-1,2105026-2"
SSINV-001-0069997,"1933748-6,1859010-7,1-1859010-0"
SSINV-001-0069998,1427632-2
SSINV-001-0069999,"AT-MC103XL,AT-MC102XL"
SSINV-001-0070000,AT-GS950/16
SSINV-001-0070001,"1375191-6,1375191-7,1859050-1,1859049-1,1427632-2,1479154-2,1859239-4,1859239-7"
SSINV-001-0070002,1933797-2
SSINV-001-0070003,"1933796-2,1427632-2"
SSINV-001-0070004,"1859050-1,1375191-6,1375191-7,6-569278-3-PACK,1-1859115-1-PACK"
SSINV-001-0070005,AT-MMC2000/SP
SSINV-001-0070006,"6-569278-3-PACK,6-2111979-3-PACK"
SSINV-001-0070007,1375191-6
SSINV-001-0070008,AT-MC103XL
SSINV-001-0070009,6-2111979-3-PACK
SSINV-001-0070010,"AT-MMC2000/SP,AT-SPLX10"
SSINV-001-0070011,"1427071-6,6-554720-5-PACK,DGK-PKT-AMP-CABLE-001"
SSINV-001-0070012,"1427071-6,6-554720-5-PACK,DGK-PKT-AMP-CABLE-001"
SSINV-001-0070013,"219413-2,6-219590-2"
SSINV-001-0070014,AT-FS716L
SSINV-001-0070015,"1427632-2,1859008-4,1-1859008-0,1933796-2"
SSINV-001-0070016,"6-219590-2,AT-FSW708,DGK-PKT-2018Q3-BHIN1"
SSINV-001-0070017,"6-219590-2,AT-FS724L,DGK-PKT-2018Q3-BHIN2"
SSINV-001-0070018,1427070-6
SSINV-001-0070019,"1933796-2,1427632-2,1859008-7"
SSINV-001-0070020,"1859049-1,1859050-1,1-1859008-0,1859008-4"
SSINV-001-0070021,"AT-GS910/8,AT-GS910/16"
SSINV-001-0070022,"1859008-4,1859008-7"
SSINV-001-0070023,1859008-7
SSINV-001-0070024,1427070-6
SSINV-001-0070025,"1933796-2,1859049-1,1859050-1,1933748-6,6-2111979-3-PACK,9-737893-3-PACK"
SSINV-001-0070026,1859010-7
SSINV-001-0070027,AT-FS750/28
SSINV-001-0070028,6-554720-5-PACK
SSINV-001-0070029,6-554720-5-PACK
SSINV-001-0070030,6-2111979-3-PACK
SSINV-001-0070031,R795519
SSINV-001-0070032,"AT-X310-26FT-N1,AT-SPBD10-13,AT-SPBD10-14"
SSINV-001-0070033,AT-X230-28GT-N1
SSINV-001-0070034,1933797-2
SSINV-001-0070035,"DGK-PKT-AMP-CAT6-PP24-01,DGK-PKT-AMP-CAT6-PP24-04,1933748-6,1933797-2,1933796-2"
SSINV-001-0070036,6-554720-5-PACK
SSINV-001-0070037,6-219590-2
SSINV-001-0070038,6-554720-5-PACK
SSINV-001-0070039,1427070-6
SSINV-001-0070040,"1933748-6,1-1859008-0,1859008-4,1859008-7,1859049-1"
SSINV-001-0070041,AT-MC103XL
SSINV-001-0070042,"AT-X930-28GSTX-N1-00,AT-PWR150,AT-X310-50FT-N1,AT-X310-26FT-N1,AT-SP10TW1,AT-SPLX10,AT-MMC2000/SP,AT-SPSX"
SSINV-001-0070043,"AT-X930-28GTX-N1,AT-GS924MX,AT-GS924MPX,AT-GS950/16PS"
SSINV-001-0070044,R312793
SSINV-001-0070045,AT-GS950/10PS
SSINV-001-0070046,1933748-1
SSINV-001-0070047,1427632-2
SSINV-001-0070048,6-554720-5-PACK
SSINV-001-0070049,AT-X230-28GT-N1
SSINV-001-0070050,1859218-2
SSINV-001-0070051,F9DSTLC2A1
SSINV-001-0070052,1859532-1
SSINV-001-0070053,AT-SPLX10
SSINV-001-0070054,"AT-MMC2000/SP,AT-SPLX10"
SSINV-001-0070055,"6-2111979-3-PACK,9-737893-3-PACK"
SSINV-001-0070056,"1859239-7,1-1859239-0,1427632-2,1479154-2"
SSINV-001-0070057,"6-2111979-3-PACK,1933748-6"
SSINV-001-0070058,AT-MC102XL
SSINV-001-0070059,1859218-2
SSINV-001-0070060,1427070-6
SSINV-001-0070061,1859008-4
SSINV-001-0070062,1859533-1
SSINV-001-0070063,AT-MC102XL
SSINV-001-0070064,DGK-PKT-AMP-CAT6-PP24-04
SSINV-001-0070065,"1933748-6,1-1859008-0"
SSINV-001-0070066,6-2111979-3-PACK
SSINV-001-0070067,"1427071-6,6-554720-5-PACK,DGK-PKT-AMP-CABLE-002"
SSINV-001-0070068,"1427070-6,6-219590-2"
SSINV-001-0070069,1859050-1
SSINV-001-0070070,2105003-2
SSINV-001-0070071,"1427071-6,6-554720-5-PACK,DGK-PKT-AMP-CABLE-001"
SSINV-001-0070072,"1859218-2,1427071-6"
SSINV-001-0070073,"6-2111979-3-PACK,1933748-6"
SSINV-001-0070074,219413-2
SSINV-001-0070075,AT-GS948MPX
SSINV-001-0070076,"4-1671000-4,1671000-8,6457567-4,1671000-8,EH1457-002,2105003-2,657054-000-PACK,1671281-1,2105028-3,2105027-2,1711816-1,1711816-2,1711716-1,1859050-1,1116697-1,1427632-2,1427561-1"
SSINV-001-0070077,"4-1427442-4,4-1427434-4,4-1427434-3"
SSINV-001-0070078,219413-2
SSINV-001-0070079,1427632-2
SSINV-001-0070080,1427070-6
SSINV-001-0070081,6-219590-2
SSINV-001-0070082,219413-2
SSINV-001-0070083,1-1859239-0
SSINV-001-0070084,1427070-6
SSINV-001-0070085,"AT-MC103XL,AT-TRAY1"
SSINV-001-0070086,1859168-1
SSINV-001-0070087,3-1859417-4
SSINV-001-0070088,"1859050-1,1859239-7,1933796-2,6-554720-5-PACK,1427632-2"
SSINV-001-0070089,1933796-2
SSINV-001-0070090,219413-2
SSINV-001-0070091,"1427071-6,6-554720-5-PACK,DGK-PKT-AMP-CABLE-002"
SSINV-001-0070092,"3-1859418-2,1725150-1,4-1671000-8,1435516-2,2105026-3,1671281-1,1479738-1,1427632-2,790163-1,2-336513-4,6-2111979-3-PACK,1933748-7,1859010-4,1-1859010-0,1859050-1,1859049-1,1116698-1,1375255-6"
SSINV-001-0070093,4-1427432-2
SSINV-001-0070094,"F53DSTLC30,F6DSTLC3A1"
SSINV-001-0070095,1427070-6
SSINV-001-0070096,RW19009ST
SSINV-001-0070097,"1933748-7,1859010-4,1116697-1,AT-GS924M,AT-GS916M,AT-X230-28GP-N1,AT-X230-18GP-N1,AT-RKMT-J13,AT-SPSX,AT-IE300-12GP-80,AT-IE300-12GP-80-DSA1,AT-UWC-60-APL,AT-UWC-60-APL-DSA1,AT-UWC-20-LIC,AT-TQ4400E,AT-TQ4400E-DSA1,AT-TQ4600,AT-TQ4600-DSA1,DGK-OTH-UPS01"
SSINV-001-0070098,DGK-OTH-IPS
SSINV-001-0070099,WG025031
SSINV-001-0070100,"1859010-4,2105027-3,6457567-5,2105002-2,657054-000-PACK,2105004-2,3-1859418-2,2-1671000-4,559558-2,2105028-3,1427561-1,AT-IMC1000TP/SFP-80,AT-SPSX,AT-XEM-12S,AT-X930-28GSTX-N1-00,AT-X930-28GSTX-N1-DSA1,AT-PWR150,AT-SPLX10,AV20565DN,AV20585DN,AV-PMJB,AV-WMJB,MD-CAP,PMBT9TRA,DGK-OTH-IPS,DGK-OTH-UPS02"
SSINV-001-0070101,1427070-6
SSINV-001-0070102,4-1427432-4
SSINV-001-0070103,F9DLCLC8
SSINV-001-0070104,"DGK-JAS-JARKOM,DGK-JAS-HOTSPOT,DGK-JAS-CAM,DGK-JAS-BACKBONE"
SSINV-001-0070105,1427071-6
SSINV-001-0070106,"1933796-2,1933748-6,1859008-7,1-1859008-0"
SSINV-001-0070107,219413-2
SSINV-001-0070108,"RG-AP130(L),RG-AP630(IDA2),RG-AP710,RG-AP720-I,RG-AP720-L,RG-AP740-I,RG-WS6008(OS)"
SSINV-001-0070109,"6-219590-2,6-554720-5-PACK,DGK-PKT-AMP-CABLE-003"
SSINV-001-0070110,"1206138-8,1-5502776-1,1671281-1,657054-000-PACK,2105008-2"
SSINV-001-0070111,AT-GS910/16
SSINV-001-0070112,219413-2
SSINV-001-0070113,1933796-2
SSINV-001-0070114,1859050-1
SSINV-001-0070115,AT-FSW708
SSINV-001-0070116,AT-MC102XL
SSINV-001-0070117,"1427071-6,6-554720-5-PACK,DGK-PKT-AMP-CABLE-001"
SSINV-001-0070118,"1427071-6,6-554720-5-PACK,DGK-PKT-AMP-CABLE-001"
SSINV-001-0070119,AT-MMC2000/SP
SSINV-001-0070120,4-1427432-2
SSINV-001-0070121,"1859049-1,1859050-1,1375191-2"
SSINV-001-0070122,"1933748-6,1375191-7,1859050-1,1859049-1"
SSINV-001-0070123,"6-219590-2,6-554720-5-PACK,DGK-PKT-AMP-CABLE-005"
SSINV-001-0070124,4-1427431-2
SSINV-001-0070125,"1427071-6,6-554720-5-PACK,DGK-PKT-AMP-CABLE-007"
SSINV-001-0070126,"6-219590-2,6-554720-5-PACK,DGK-PKT-AMP-CABLE-008"
SSINV-001-0070127,"1427071-6,6-554720-5-PACK,DGK-PKT-AMP-CABLE-006"
SSINV-001-0070128,1427070-6
SSINV-001-0070129,1859218-2
SSINV-001-0070130,"1859239-4,1375191-6"
SSINV-001-0070131,"1859167-1,1859168-1"
SSINV-001-0070132,"1116697-1,1933748-1"
SSINV-001-0070133,1933796-2
SSINV-001-0070134,1427070-6
SSINV-001-0070135,"1711816-2,1711816-3,1427632-2,6-2111979-3-PACK,1-1859008-0,1933796-2"
SSINV-001-0070136,1859008-4
SSINV-001-0070137,AT-FS724L
SSINV-001-0070138,AT-206
SSINV-001-0070139,1427070-6
SSINV-001-0070140,"1-1859008-0,1933796-2,1427632-2"
SSINV-001-0070141,"6-219590-2,1427071-6"
SSINV-001-0070142,DGK-PKT-AMP-CAT5-PP24-002
SSINV-001-0070143,"1375191-6,1859239-7,1-1859239-0,1933748-6,1859049-1,1859050-1,1479738-1,6-2111979-3-PACK"
SSINV-001-0070144,1859218-2
SSINV-001-0070145,1427070-6
SSINV-001-0070146,"1-1859008-0,6-2111979-3-PACK,9-737893-3-PACK,1859050-1,1933748-6"
SSINV-001-0070147,1427070-6
SSINV-001-0070148,1427632-2
SSINV-001-0070149,6-554720-5-PACK
SSINV-001-0070150,219413-2
SSINV-001-0070151,AT-GS950/8
SSINV-001-0070152,6-2111979-3-PACK
SSINV-001-0070153,6-2111979-3-PACK
SSINV-001-0070154,"AT-X310-26FT-N1-NCA1,AT-SPBD10-13-NCA1,AT-SPBD10-14-NCA1"
SSINV-001-0070155,AT-X230-28GT-N1-NCA1
SSINV-001-0070156,"1375191-6,1479154-2,1859239-7,1-1859239-0,1859050-1"
SSINV-001-0070157,1427070-6
SSINV-001-0070158,1427632-2
SSINV-001-0070159,"1859167-1,1859168-1"
SSINV-001-0070160,6-2111979-3-PACK
SSINV-001-0070161,1427319-1
SSINV-001-0070162,"1375191-6,1479154-2,1725150-1,1859239-4,AT-FSW708,AT-FS724L"
SSINV-001-0070163,AT-FSW708
SSINV-001-0070164,1206138-8
SSINV-001-0070165,1933748-2
SSINV-001-0070166,AT-8000S/24
SSINV-001-0070167,1-1859008-0
SSINV-001-0070168,AT-TQ4600
SSINV-001-0070169,"6-219590-2,6-554720-5-PACK,DGK-PKT-AMP-CABLE-005"
SSINV-001-0070170,"1427071-6,6-554720-5-PACK,DGK-PKT-AMP-CABLE-002"
SSINV-001-0070171,6-219590-2
SSINV-001-0070172,"1375191-6,1479154-2"
SSINV-001-0070173,"1479154-2,1933796-2,1427632-2,1859008-7,1859008-4,1859241-4"
SSINV-001-0070174,"1375055-6,1375191-7,1859050-1,1859049-1"
SSINV-001-0070175,1427070-6
SSINV-001-0070176,"1933796-2,1-1859010-0,1859049-1,1933748-7"
SSINV-001-0070177,"1859008-7,1933796-2"
SSINV-001-0070178,1711816-2
SSINV-001-0070179,AT-TRAY4
SSINV-001-0070180,"1427071-6,6-554720-5-PACK,DGK-PKT-AMP-CABLE-002"
SSINV-001-0070181,1859008-4
SSINV-001-0070182,1375191-1
SSINV-001-0070183,"3-1859418-2,4-1671000-8,2105026-3,1479738-1,1933748-7,1859010-4,1-1859010-0,1859050-1,1933748-7,1859010-4,1116697-1,1859010-4,2105027-3,6457567-5,2105002-2,657054-000-PACK,3-1859418-2,2-1671000-4,2105028-3,1427561-1,AT-GS924M,AT-GS916M,AT-GS908M,AT-RKMT-J05,AT-X230-28GP-N1,AT-X230-18GP-N1,AT-SPSX,AT-IE300-12GP-80,AT-IE300-12GP-80-DSA1,AT-UWC-60-APL,AT-UWC-60-APL-DSA1,AT-UWC-20-LIC,AT-TQ4400E,AT-TQ4400E-DSA1,AT-TQ4600,AT-TQ4600-DSA1,AT-IMC1000TP/SFP-80,AT-SPSX,AT-XEM-12S,AT-X930-28GSTX-N1-00,AT-X930-28GSTX-N1-DSA1,AT-PWR150,AT-SPLX10,AV20565D,AV20585DN,PMBT9TRA,PANELBOX,DGK-OTH-DC48,PANELBOX,DGK-OTH-DC48"
SSINV-001-0070184,"RW19009ST,WG525031"
SSINV-001-0070185,"1427070-6,1427070-6"
SSINV-001-0070186,4-1427432-4
SSINV-001-0070187,1933796-2
SSINV-001-0070188,"AT-GS950/8,AT-GS950/24"
SSINV-001-0070189,AT-MMC2000/SP
SSINV-001-0070190,AT-MMC2000/SP
SSINV-001-0070191,AT-MC102XL
SSINV-001-0070192,1933797-2
SSINV-001-0070193,AT-GS950/10PS
SSINV-001-0070194,AT-MC103XL
SSINV-001-0070195,1933308-1
SSINV-001-0070196,6-219590-2
SSINV-001-0070197,"1859049-1,1375191-6,6-554720-5-PACK"
SSINV-001-0070198,"6-2111989-3-PACK,6-2111984-3-PACK,2843033-3-PACK"
SSINV-001-0070199,1859008-7
SSINV-001-0070200,"6-219590-2,6-554720-5-PACK,DGK-PKT-AMP-CABLE-005"
SSINV-001-0070201,1859008-7
SSINV-001-0070202,1427070-6
SSINV-001-0070203,"1859010-4,1-1859010-0,1859049-1,1859050-1,1933748-7"
SSINV-001-0070204,1859008-4
SSINV-001-0070205,219413-2
SSINV-001-0070206,AT-GS950/10PS
SSINV-001-0070207,AT-GS910/16
SSINV-001-0070208,"1859012-7,AT-SPSX"
SSINV-001-0070209,F5DSTLC2A1
SSINV-001-0070210,1933748-2
SSINV-001-0070211,1859248-7
SSINV-001-0070212,219413-2
SSINV-001-0070213,1375055-2
SSINV-001-0070214,"6-554720-5-PACK,1427071-6,6-554720-5-PACK,DGK-PKT-AMP-CABLE-004"
SSINV-001-0070215,AT-GS910/8
SSINV-001-0070216,1859008-4
SSINV-001-0070217,1427070-6
SSINV-001-0070218,1427070-6
SSINV-001-0070219,"DGK-JAS-JARKOM,DGK-JAS-HOTSPOT,DGK-JAS-SURVEIL,DGK-JAS-BACKBONE"
SSINV-001-0070220,1427632-2
SSINV-001-0070221,6-2111979-3-PACK
SSINV-001-0070222,"1933748-2,1859050-1"
SSINV-001-0070223,1933310-1
SSINV-001-0070224,6-219590-2
SSINV-001-0070225,9-737893-3-PACK
SSINV-001-0070226,1-1859115-1-PACK
SSINV-001-0070227,"2105003-2,1671281-1,1671000-8,6457567-5"
SSINV-001-0070228,1-1859008-0
SSINV-001-0070229,1859218-2
SSINV-001-0070230,"6-2111979-3-PACK,2-336513-4"
SSINV-001-0070231,1427070-6
SSINV-001-0070232,6-2111979-3-PACK
SSINV-001-0070233,AT-GS950/16
SSINV-001-0070234,"2-2055611-0,1427545-1,1671196-3,2105027-3"
SSINV-001-0070235,6-554720-5-PACK
SSINV-001-0070236,1427070-6
SSINV-001-0070237,1933796-2
SSINV-001-0070238,1859050-1
SSINV-001-0070239,1427070-6
SSINV-001-0070240,1427632-2
SSINV-001-0070241,1427070-6
SSINV-001-0070242,WGM37641
SSINV-001-0070243,1427070-6
SSINV-001-0070244,95-050-44-BP
SSINV-001-0070245,"2105002-2,1671281-1,657054-000-PACK,2105027-1,84751-1,AT-SPSX,AT-MMC2000/SP"
SSINV-001-0070246,"4-1427431-2,3-1427434-2"
SSINV-001-0070247,"1933796-2,1375055-6,1859008-4,1-1859008-0"
SSINV-001-0070248,1375055-6
SSINV-001-0070249,"1859008-4,1859049-1"
SSINV-001-0070250,1427070-6
SSINV-001-0070251,AT-MC102XL
SSINV-001-0070252,"1933796-2,1375055-6,6-2111979-3-PACK,1859050-1"
SSINV-001-0070253,219413-2
SSINV-001-0070254,1427070-6
SSINV-001-0070255,219413-2
SSINV-001-0070257,1427070-6
SSINV-001-0070258,"1375055-2,1427632-2,6-2111979-3-PACK,1859008-7,1479738-1"
SSINV-001-0070259,AT-GS950/24
SSINV-001-0070260,1427071-6
SSINV-001-0070261,"1859012-7,AT-SPSX"
SSINV-001-0070262,F5DSTLC2A1
SSINV-001-0070263,AT-SPLX10
SSINV-001-0070265,1-1859012-0
SSINV-001-0070266,"1933796-2,1859008-7,1427632-2"
SSINV-001-0070267,219413-2
SSINV-001-0070268,1859050-1
SSINV-001-0070269,1206138-8
SSINV-001-0070270,AT-MC101XL
SSINV-001-0070271,6-554720-5-PACK
SSINV-001-0070272,1427070-6
SSINV-001-0070273,"790163-1,6-2111979-3-PACK"
SSINV-001-0070274,1859218-2
SSINV-001-0070275,4-1859403-4
SSINV-001-0070276,1859218-2
SSINV-001-0070277,1859050-1
SSINV-001-0070278,"1427632-2,1933796-2,1859008-4,1479154-2,1859241-4"
SSINV-001-0070279,1427070-6
SSINV-001-0070280,"2105004-2,1933309-1,1711716-1"
SSINV-001-0070281,"1859218-2,1-1859218-2"
SSINV-001-0070282,DGK-AMP-2105004-2
SSINV-001-0070283,AT-MMC6005
SSINV-001-0070284,1859218-2
SSINV-001-0070285,CE28511FE1 (EX)
SSINV-001-0070286,6-219590-2
SSINV-001-0070287,"1375191-1,1859081-1,1859082-1,1859239-7,1-1859239-0,1427632-2,6-2111979-3-PACK,2-336513-4"
SSINV-001-0070288,4-1427432-4
SSINV-001-0070289,"1206138-8,1-5502776-1"
SSINV-001-0070290,219413-2
SSINV-001-0070291,1427070-6
SSINV-001-0070292,"1859010-7,1-1859010-0,1933748-7,1375191-7,1859241-7,1859050-1,1-1859241-0,DGK-PKT-AMP-CAT5-PP24-002,DGK-PKT-AMP-CAT6-PP24-05"
SSINV-001-0070293,"AT-SPLX10,AT-MC103XL"
SSINV-001-0070294,"AT-GS950/8,AT-FS724L"
SSINV-001-0070295,AT-GS950/16
SSINV-001-0070296,R35292
SSINV-001-0070297,6-219590-2
SSINV-001-0070298,"1375191-6,1859008-7,1-1859008-0,1427632-2,1933796-2,6-554720-5-PACK"
SSINV-001-0070299,"6-219590-2,1427070-6"
SSINV-001-0070300,AT-GS910/8
SSINV-001-0070301,1427070-6
SSINV-001-0070302,1427070-6
SSINV-001-0070303,"760237040,1479738-1"
SSINV-001-0070304,219413-2
SSINV-001-0070305,AT-MC103XL
SSINV-001-0070306,6-554720-5-PACK
SSINV-001-0070307,"1933796-2,AT-8000S/24"
SSINV-001-0070308,AT-X210-24GT-N1
SSINV-001-0070309,1427071-6
SSINV-001-0070310,"1933796-2,1427632-2,1859010-4"
SSINV-001-0070311,1859050-1
SSINV-001-0070312,"1859008-4,1427071-6,6-554720-5-PACK,DGK-PKT-AMP-CABLE-001"
SSINV-001-0070313,"AT-GS900/8PS,AT-SPSX,AT-MMC2000/SP"
SSINV-001-0070314,"AT-GS950/24,AT-GS950/48"
SSINV-001-0070315,6-554720-5-PACK
SSINV-001-0070316,WG020069
SSINV-001-0070317,"4-1427434-4,3-1427437-4"
SSINV-001-0070318,"1859050-1,1375191-1,1859008-7,6-554720-5-PACK"
SSINV-001-0070319,"DGK-MAX-OTG-U4-SF,MAX-OTG-U4-SF,SVL-727"
SSINV-001-0070320,1375191-2
SSINV-001-0070321,AT-8000S/24
SSINV-001-0070322,AT-GS908M
SSINV-001-0070324,1427071-6
SSINV-001-0070325,AT-FS716L
SSINV-001-0070326,1427070-6
SSINV-001-0070327,1859008-4
SSINV-001-0070328,1427070-6
